clk,period,time
3,282,964406
1,1000,3199108
2,509,1603116
3,301,964708
1,999,3200108
2,490,1603606
3,298,965006
1,1000,3201108
2,509,1604116
3,300,965306
1,999,3202108
2,490,1604606
3,309,965616
1,1000,3203108
2,509,1605116
3,290,965906
1,1000,3204108
2,490,1605606
3,301,966208
1,999,3205108
2,509,1606116
3,298,966506
1,1000,3206108
2,490,1606606
3,300,966806
1,1000,3207108
2,509,1607116
3,317,967123
1,1000,3208108
2,490,1607606
3,282,967406
1,999,3209108
2,509,1608116
3,301,967708
1,1000,3210108
2,490,1608606
3,298,968006
1,1000,3211108
2,509,1609116
3,300,968306
1,1000,3212108
2,490,1609606
3,309,968616
1,999,3213108
2,509,1610116
3,290,968906
1,1000,3214108
2,490,1610606
3,301,969208
1,1000,3215108
2,509,1611116
3,298,969506
1,1000,3216108
2,490,1611606
3,300,969807
1,1000,3217108
2,509,1612116
3,317,970124
1,1000,3218108
2,490,1612606
3,282,970406
1,1000,3219108
2,509,1613116
3,301,970708
1,999,3220108
2,490,1613606
3,298,971006
1,1000,3221108
2,509,1614116
3,300,971306
1,1000,3222108
2,490,1614606
3,309,971616
1,999,3223108
2,509,1615116
3,290,971906
1,1000,3224108
2,490,1615606
3,301,972208
1,1000,3225108
2,509,1616116
3,298,972506
1,1000,3226108
2,489,1616606
3,300,972807
1,1000,3227108
2,510,1617116
3,317,973124
1,1000,3228108
2,490,1617606
3,282,973406
1,1000,3229108
2,509,1618116
3,301,973708
1,1000,3230108
2,490,1618606
3,298,974006
1,1000,3231108
2,509,1619116
3,299,974306
1,1000,3232108
2,490,1619606
3,309,974616
1,1000,3233108
2,509,1620116
3,290,974906
1,1000,3234108
2,490,1620606
3,301,975208
1,999,3235108
2,509,1621116
3,298,975506
1,999,3236108
2,490,1621606
3,300,975807
1,1000,3237108
2,509,1622116
3,316,976123
1,1000,3238108
2,490,1622606
3,282,976406
1,999,3239108
2,509,1623116
3,301,976708
1,1000,3240108
2,490,1623606
3,298,977006
1,999,3241108
2,509,1624116
3,299,977306
1,1000,3242108
2,490,1624606
3,309,977616
1,999,3243108
2,509,1625116
3,290,977906
1,1000,3244108
2,490,1625606
3,301,978208
1,1000,3245108
2,509,1626116
3,298,978506
1,1000,3246108
2,490,1626606
3,300,978807
1,999,3247108
2,509,1627116
3,316,979124
1,1000,3248108
2,490,1627606
3,282,979406
1,1000,3249108
2,509,1628116
3,301,979708
1,1000,3250108
2,490,1628606
3,298,980006
1,999,3251108
2,509,1629116
3,300,980306
1,1000,3252108
2,490,1629606
3,309,980616
1,1000,3253108
2,509,1630116
3,290,980906
1,1000,3254108
2,490,1630606
3,301,981208
1,1000,3255108
2,509,1631116
3,298,981506
1,1000,3256108
2,490,1631606
3,300,981807
1,999,3257108
2,509,1632116
3,316,982124
1,1000,3258108
2,490,1632606
3,282,982406
1,999,3259108
2,509,1633116
3,301,982708
1,1000,3260108
2,490,1633606
3,298,983006
1,1000,3261108
2,509,1634116
3,299,983306
1,999,3262108
2,490,1634606
3,309,983616
1,1000,3263108
2,509,1635116
3,290,983906
1,1000,3264108
2,490,1635606
3,301,984208
1,1000,3265108
2,509,1636116
3,298,984506
1,999,3266108
2,490,1636606
3,300,984807
1,1000,3267108
2,509,1637116
3,316,985123
1,1000,3268108
2,490,1637606
3,282,985406
1,1000,3269108
2,509,1638116
3,301,985708
1,999,3270108
2,490,1638606
3,298,986006
1,1000,3271108
2,509,1639116
3,300,986306
1,1000,3272108
2,490,1639606
3,309,986616
1,1000,3273108
2,509,1640116
3,290,986906
1,1000,3274108
2,490,1640606
3,301,987208
1,1000,3275108
2,509,1641116
3,298,987506
1,999,3276108
2,490,1641606
3,300,987806
1,1000,3277108
2,509,1642116
3,317,988124
1,1000,3278108
2,490,1642606
3,282,988406
1,1000,3279108
2,509,1643116
3,301,988708
1,1000,3280108
2,490,1643606
3,298,989006
1,1000,3281108
2,509,1644116
3,300,989306
1,1000,3282108
2,490,1644606
3,309,989616
1,999,3283108
2,509,1645116
3,290,989906
1,1000,3284108
2,489,1645606
3,301,990208
1,1000,3285108
2,509,1646116
3,298,990506
1,1000,3286108
2,490,1646606
3,300,990807
1,1000,3287108
2,509,1647116
3,316,991123
1,1000,3288108
2,490,1647606
3,282,991406
1,1000,3289108
2,509,1648116
3,301,991708
1,999,3290108
2,490,1648606
3,298,992006
1,1000,3291108
2,509,1649116
3,299,992306
1,999,3292108
2,490,1649606
3,309,992616
1,1000,3293108
2,509,1650116
3,290,992906
1,1000,3294108
2,490,1650606
3,301,993208
1,999,3295108
2,509,1651116
3,298,993506
1,1000,3296108
2,490,1651606
3,300,993807
1,1000,3297108
2,509,1652116
3,316,994123
1,999,3298108
2,490,1652606
3,282,994406
1,1000,3299108
2,509,1653116
3,301,994708
1,1000,3300108
2,490,1653606
3,298,995006
1,1000,3301108
2,510,1654116
3,299,995306
1,1000,3302108
2,490,1654606
3,309,995616
1,1000,3303108
2,509,1655116
3,290,995906
1,1000,3304108
2,490,1655606
3,301,996208
1,1000,3305108
2,509,1656116
3,298,996506
1,1000,3306108
2,490,1656606
3,300,996807
1,1000,3307108
2,509,1657116
3,317,997124
1,1000,3308108
2,490,1657606
3,282,997406
1,1000,3309108
2,509,1658116
3,301,997708
1,999,3310108
2,490,1658606
3,298,998006
1,1000,3311108
2,509,1659116
3,300,998306
1,999,3312108
2,490,1659606
3,309,998616
1,1000,3313108
2,509,1660116
3,290,998906
1,999,3314108
2,490,1660606
3,301,999208
1,1000,3315108
2,509,1661116
3,298,999506
1,999,3316108
2,490,1661606
3,300,999807
1,1000,3317108
2,509,1662116
3,316,1000123
1,999,3318108
2,490,1662606
3,282,1000406
1,999,3319108
2,509,1663116
3,301,1000708
1,1000,3320108
2,490,1663606
3,298,1001006
1,999,3321108
2,509,1664116
3,299,1001306
1,1000,3322108
2,490,1664606
3,309,1001616
1,999,3323108
2,509,1665116
3,290,1001906
1,1000,3324108
2,490,1665606
3,301,1002208
1,1000,3325108
2,509,1666116
3,298,1002506
1,1000,3326108
2,490,1666606
3,300,1002807
1,1000,3327108
2,509,1667116
3,316,1003123
1,999,3328108
2,490,1667606
3,282,1003406
1,1000,3329108
2,509,1668116
3,301,1003708
1,1000,3330108
2,490,1668606
3,298,1004006
1,1000,3331108
2,509,1669116
3,300,1004306
1,1000,3332108
2,490,1669606
3,309,1004616
1,1000,3333108
2,509,1670116
3,290,1004906
1,1000,3334108
2,490,1670606
3,301,1005208
1,1000,3335108
2,509,1671116
3,298,1005506
1,999,3336108
2,490,1671606
3,300,1005807
1,1000,3337108
2,509,1672116
3,317,1006124
1,1000,3338108
2,490,1672606
3,282,1006406
1,1000,3339108
2,509,1673116
3,301,1006708
1,1000,3340108
2,490,1673606
3,298,1007006
1,1000,3341108
2,509,1674116
3,300,1007306
1,999,3342108
2,490,1674606
3,309,1007616
1,1000,3343108
2,510,1675116
3,290,1007906
1,999,3344108
2,490,1675606
3,301,1008208
1,1000,3345108
2,509,1676116
3,298,1008506
1,1000,3346108
2,490,1676606
3,300,1008807
1,1000,3347108
2,509,1677116
3,317,1009124
1,1000,3348108
2,490,1677606
3,282,1009406
1,999,3349108
2,509,1678116
3,301,1009708
1,1000,3350108
2,490,1678606
3,298,1010006
1,999,3351108
2,509,1679116
3,300,1010306
1,1000,3352108
2,490,1679606
3,309,1010616
1,1000,3353108
2,509,1680116
3,290,1010906
1,1000,3354108
2,490,1680606
3,301,1011208
1,1000,3355108
2,509,1681116
3,298,1011506
1,1000,3356108
2,490,1681606
3,300,1011807
1,999,3357108
2,509,1682116
3,316,1012123
1,1000,3358108
2,490,1682606
3,282,1012406
1,1000,3359108
2,510,1683116
3,301,1012708
1,1000,3360108
2,490,1683606
3,298,1013006
1,1000,3361108
2,509,1684116
3,299,1013306
1,1000,3362108
2,490,1684606
3,309,1013616
1,1000,3363108
2,509,1685116
3,290,1013906
1,1000,3364108
2,490,1685606
3,301,1014208
1,1000,3365108
2,509,1686116
3,298,1014506
1,1000,3366108
2,490,1686606
3,300,1014806
1,1000,3367108
2,509,1687116
3,317,1015124
1,1000,3368108
2,490,1687606
3,282,1015406
1,1000,3369108
2,509,1688116
3,301,1015708
1,1000,3370108
2,490,1688606
3,298,1016006
1,1000,3371108
2,509,1689116
3,300,1016306
1,1000,3372108
2,490,1689606
3,309,1016616
1,1000,3373108
2,509,1690116
3,290,1016906
1,1000,3374108
2,490,1690606
3,301,1017208
1,1000,3375108
2,509,1691116
3,298,1017506
1,1000,3376108
2,490,1691606
3,300,1017807
1,999,3377108
2,509,1692116
3,316,1018124
1,1000,3378108
2,490,1692606
3,282,1018406
1,1000,3379108
2,509,1693116
3,301,1018708
1,999,3380108
2,490,1693606
3,298,1019006
1,1000,3381108
2,509,1694116
3,300,1019306
1,999,3382108
2,490,1694606
3,309,1019616
1,1000,3383108
2,510,1695116
3,290,1019906
1,1000,3384108
2,490,1695606
3,301,1020208
1,1000,3385108
2,509,1696116
3,298,1020506
1,1000,3386108
2,490,1696606
3,300,1020807
1,1000,3387108
2,509,1697116
3,316,1021124
1,1000,3388108
2,490,1697606
3,282,1021406
1,1000,3389108
2,509,1698116
3,301,1021708
1,1000,3390108
2,490,1698606
3,298,1022006
1,999,3391108
2,510,1699116
3,300,1022306
1,1000,3392108
2,490,1699606
3,309,1022616
1,1000,3393108
2,509,1700116
3,290,1022906
1,999,3394108
2,490,1700606
3,301,1023208
1,1000,3395108
2,509,1701116
3,298,1023506
1,1000,3396108
2,490,1701606
3,300,1023806
1,1000,3397108
2,509,1702116
3,317,1024124
1,1000,3398108
2,490,1702606
3,282,1024406
1,999,3399108
2,509,1703116
3,301,1024708
1,1000,3400108
2,490,1703606
3,298,1025006
1,1000,3401108
2,509,1704116
3,300,1025306
1,1000,3402108
2,490,1704606
3,309,1025616
1,1000,3403108
2,509,1705116
3,290,1025906
1,1000,3404108
2,490,1705606
3,301,1026208
1,1000,3405108
2,509,1706116
3,298,1026506
1,1000,3406108
2,490,1706606
3,300,1026807
1,1000,3407108
2,509,1707116
3,317,1027124
1,1000,3408108
2,490,1707606
3,282,1027406
1,1000,3409108
2,509,1708116
3,301,1027708
1,1000,3410108
2,490,1708606
3,298,1028006
1,1000,3411108
2,509,1709116
3,300,1028306
1,999,3412108
2,490,1709606
3,309,1028616
1,1000,3413108
2,509,1710116
3,290,1028906
1,999,3414108
2,490,1710606
3,301,1029208
1,1000,3415108
2,509,1711116
3,298,1029506
1,1000,3416108
2,490,1711606
3,300,1029807
1,1000,3417108
2,510,1712116
3,316,1030124
1,999,3418108
2,490,1712606
3,282,1030406
1,1000,3419108
2,509,1713116
3,301,1030708
1,1000,3420108
2,490,1713606
3,298,1031006
1,1000,3421108
2,509,1714116
3,299,1031306
1,999,3422108
2,490,1714606
3,309,1031616
1,1000,3423108
2,509,1715116
3,290,1031906
1,1000,3424108
2,490,1715606
3,301,1032208
1,1000,3425108
2,509,1716116
3,298,1032506
1,999,3426108
2,490,1716606
3,300,1032807
1,1000,3427108
2,509,1717116
3,317,1033124
1,999,3428108
2,490,1717606
3,282,1033406
1,1000,3429108
2,509,1718116
3,301,1033708
1,1000,3430108
2,490,1718606
3,298,1034006
1,999,3431108
2,509,1719116
3,300,1034306
1,1000,3432108
2,490,1719606
3,309,1034616
1,1000,3433108
2,509,1720116
3,290,1034906
1,999,3434108
2,490,1720606
3,301,1035208
1,1000,3435108
2,509,1721116
3,298,1035506
1,1000,3436108
2,490,1721606
3,300,1035807
1,1000,3437108
2,509,1722116
3,317,1036124
1,999,3438108
2,490,1722606
3,282,1036406
1,1000,3439108
2,509,1723116
3,301,1036708
1,1000,3440108
2,490,1723606
3,298,1037006
1,1000,3441108
2,509,1724116
3,300,1037306
1,1000,3442108
2,490,1724606
3,309,1037616
1,1000,3443108
2,509,1725116
3,290,1037906
1,999,3444108
2,490,1725606
3,301,1038208
1,1000,3445108
2,509,1726116
3,298,1038506
1,1000,3446108
2,490,1726606
3,300,1038807
1,1000,3447108
2,509,1727116
3,316,1039123
1,999,3448108
2,490,1727606
3,282,1039406
1,1000,3449108
2,509,1728116
3,301,1039708
1,1000,3450108
2,490,1728606
3,298,1040006
1,999,3451108
2,509,1729116
3,300,1040306
1,1000,3452108
2,490,1729606
3,309,1040616
1,999,3453108
2,509,1730116
3,290,1040906
1,1000,3454108
2,490,1730606
3,301,1041208
1,1000,3455108
2,509,1731116
3,298,1041506
1,1000,3456108
2,490,1731606
3,300,1041806
1,1000,3457108
2,509,1732116
3,317,1042124
1,1000,3458108
2,490,1732606
3,282,1042406
1,1000,3459108
2,509,1733116
3,301,1042708
1,999,3460108
2,490,1733606
3,298,1043006
1,1000,3461108
2,509,1734116
3,300,1043306
1,1000,3462108
2,490,1734606
3,309,1043616
1,999,3463108
2,509,1735116
3,290,1043906
1,1000,3464108
2,490,1735606
3,301,1044208
1,1000,3465108
2,509,1736116
3,298,1044506
1,999,3466108
2,490,1736606
3,300,1044807
1,1000,3467108
2,509,1737116
3,317,1045124
1,1000,3468108
2,490,1737606
3,282,1045406
1,1000,3469108
2,509,1738116
3,301,1045708
1,999,3470108
2,490,1738606
3,298,1046006
1,1000,3471108
2,509,1739116
3,300,1046306
1,1000,3472108
2,490,1739606
3,309,1046616
1,1000,3473108
2,509,1740116
3,290,1046906
1,999,3474108
2,490,1740606
3,301,1047208
1,1000,3475108
2,509,1741116
3,298,1047506
1,1000,3476108
2,490,1741606
3,300,1047807
1,1000,3477108
2,509,1742116
3,316,1048123
1,999,3478108
2,490,1742606
3,282,1048406
1,1000,3479108
2,509,1743116
3,301,1048708
1,1000,3480108
2,490,1743606
3,298,1049006
1,1000,3481108
2,509,1744116
3,300,1049306
1,1000,3482108
2,490,1744606
3,309,1049616
1,999,3483108
2,509,1745116
3,290,1049906
1,1000,3484108
2,490,1745606
3,301,1050208
1,1000,3485108
2,509,1746116
3,298,1050506
1,999,3486108
2,490,1746606
3,300,1050806
1,1000,3487108
2,509,1747116
3,317,1051124
1,1000,3488108
2,490,1747606
3,282,1051406
1,1000,3489108
2,509,1748116
3,301,1051708
1,999,3490108
2,490,1748606
3,298,1052006
1,1000,3491108
2,509,1749116
3,299,1052306
1,1000,3492108
2,490,1749606
3,309,1052616
1,999,3493108
2,509,1750116
3,290,1052906
1,1000,3494108
2,490,1750606
3,301,1053208
1,999,3495108
2,509,1751116
3,298,1053506
1,1000,3496108
2,490,1751606
3,300,1053807
1,999,3497108
2,509,1752116
3,317,1054124
1,1000,3498108
2,490,1752606
3,282,1054406
1,1000,3499108
2,509,1753116
3,301,1054708
1,1000,3500108
2,490,1753606
3,298,1055006
1,999,3501108
2,509,1754116
3,299,1055306
1,1000,3502108
2,490,1754606
3,309,1055616
1,1000,3503108
2,509,1755116
3,290,1055906
1,1000,3504108
2,490,1755606
3,301,1056208
1,999,3505108
2,509,1756116
3,298,1056506
1,1000,3506108
2,490,1756606
3,300,1056807
1,1000,3507108
2,509,1757116
3,317,1057124
1,1000,3508108
2,490,1757606
3,282,1057406
1,999,3509108
2,509,1758116
3,301,1057708
1,1000,3510108
2,490,1758606
3,298,1058006
1,1000,3511108
2,509,1759116
3,300,1058306
1,1000,3512108
2,490,1759606
3,309,1058616
1,999,3513108
2,509,1760116
3,290,1058906
1,1000,3514108
2,490,1760606
3,301,1059208
1,1000,3515108
2,509,1761116
3,298,1059506
1,1000,3516108
2,490,1761606
3,300,1059807
1,999,3517108
2,509,1762116
3,317,1060124
1,1000,3518108
2,490,1762606
3,282,1060406
1,999,3519108
2,509,1763116
3,301,1060708
1,1000,3520108
2,490,1763606
3,298,1061006
1,1000,3521108
2,509,1764116
3,299,1061306
1,1000,3522108
2,490,1764606
3,309,1061616
1,999,3523108
2,509,1765116
3,290,1061906
1,1000,3524108
2,490,1765606
3,301,1062208
1,999,3525108
2,509,1766116
3,298,1062506
1,1000,3526108
2,490,1766606
3,300,1062807
1,1000,3527108
2,509,1767116
3,317,1063124
1,1000,3528108
2,490,1767606
3,282,1063406
1,999,3529108
2,509,1768116
3,301,1063708
1,1000,3530108
2,490,1768606
3,298,1064006
1,1000,3531108
2,509,1769116
3,300,1064306
1,999,3532108
2,490,1769606
3,309,1064616
1,1000,3533108
2,509,1770116
3,290,1064906
1,999,3534108
2,490,1770606
3,301,1065208
1,1000,3535108
2,509,1771116
3,298,1065506
1,1000,3536108
2,490,1771606
3,300,1065807
1,1000,3537108
2,509,1772116
3,316,1066123
1,1000,3538108
2,490,1772606
3,282,1066406
1,1000,3539108
2,509,1773116
3,301,1066708
1,1000,3540108
2,490,1773606
3,298,1067006
1,1000,3541108
2,510,1774116
3,299,1067306
1,999,3542108
2,490,1774606
3,309,1067616
1,1000,3543108
2,509,1775116
3,290,1067906
1,999,3544108
2,490,1775606
3,301,1068208
1,999,3545108
2,509,1776116
3,298,1068506
1,1000,3546108
2,490,1776606
3,300,1068806
1,1000,3547108
2,509,1777116
3,317,1069124
1,1000,3548108
2,490,1777606
3,282,1069406
1,1000,3549108
2,510,1778116
3,301,1069708
1,1000,3550108
2,490,1778606
3,298,1070006
1,999,3551108
2,509,1779116
3,300,1070306
1,1000,3552108
2,490,1779606
3,309,1070616
1,1000,3553108
2,509,1780116
3,290,1070906
1,999,3554108
2,490,1780606
3,301,1071208
1,1000,3555108
2,509,1781116
3,298,1071506
1,999,3556108
2,490,1781606
3,300,1071806
1,1000,3557108
2,509,1782116
3,317,1072124
1,1000,3558108
2,490,1782606
3,282,1072406
1,1000,3559108
2,509,1783116
3,301,1072708
1,999,3560108
2,490,1783606
3,298,1073006
1,999,3561108
2,509,1784116
3,300,1073306
1,1000,3562108
2,490,1784606
3,309,1073616
1,1000,3563108
2,509,1785116
3,290,1073907
1,1000,3564108
2,490,1785606
3,301,1074208
1,1000,3565108
2,509,1786116
3,298,1074506
1,1000,3566108
2,490,1786606
3,300,1074807
1,1000,3567108
2,509,1787116
3,316,1075123
1,999,3568108
2,490,1787606
3,282,1075406
1,1000,3569108
2,509,1788116
3,301,1075708
1,999,3570108
2,490,1788606
3,298,1076006
1,1000,3571108
2,509,1789116
3,300,1076306
1,1000,3572108
2,490,1789606
3,309,1076616
1,1000,3573108
2,509,1790116
3,290,1076906
1,999,3574108
2,490,1790606
3,301,1077208
1,1000,3575108
2,509,1791116
3,298,1077506
1,1000,3576108
2,490,1791606
3,300,1077807
1,999,3577108
2,509,1792116
3,317,1078124
1,1000,3578108
2,490,1792606
3,282,1078406
1,1000,3579108
2,509,1793116
3,301,1078708
1,999,3580108
2,490,1793606
3,298,1079006
1,1000,3581108
2,509,1794116
3,300,1079306
1,999,3582108
2,490,1794606
3,309,1079616
1,1000,3583108
2,509,1795116
3,290,1079906
1,999,3584108
2,490,1795606
3,301,1080208
1,1000,3585108
2,509,1796116
3,298,1080506
1,1000,3586108
2,490,1796606
3,300,1080807
1,999,3587108
2,509,1797116
3,317,1081124
1,1000,3588108
2,490,1797606
3,282,1081406
1,999,3589108
2,509,1798116
3,301,1081708
1,1000,3590108
2,490,1798606
3,298,1082006
1,1000,3591108
2,509,1799116
3,300,1082306
1,999,3592108
2,490,1799606
3,309,1082616
1,1000,3593108
2,509,1800116
3,290,1082906
1,1000,3594108
2,490,1800606
3,301,1083208
1,1000,3595108
2,509,1801116
3,298,1083506
1,1000,3596108
2,490,1801606
3,300,1083807
1,1000,3597108
2,509,1802116
3,316,1084124
1,999,3598108
2,490,1802606
3,282,1084406
1,1000,3599108
2,509,1803116
3,301,1084708
1,1000,3600108
2,490,1803606
3,298,1085006
1,999,3601108
2,509,1804116
3,299,1085306
1,1000,3602108
2,490,1804606
3,309,1085616
1,1000,3603108
2,509,1805116
3,290,1085906
1,1000,3604108
2,490,1805606
3,301,1086208
1,999,3605108
2,509,1806116
3,298,1086506
1,1000,3606108
2,490,1806606
3,300,1086807
1,1000,3607108
2,509,1807116
3,317,1087124
1,1000,3608108
2,490,1807606
3,282,1087406
1,999,3609108
2,509,1808116
3,301,1087708
1,1000,3610108
2,490,1808606
3,298,1088006
1,1000,3611108
2,509,1809116
3,300,1088306
1,1000,3612108
2,490,1809606
3,309,1088616
1,1000,3613108
2,509,1810116
3,290,1088906
1,999,3614108
2,490,1810606
3,301,1089208
1,1000,3615108
2,509,1811116
3,298,1089506
1,1000,3616108
2,490,1811606
3,300,1089807
1,1000,3617108
2,509,1812116
3,316,1090123
1,1000,3618108
2,490,1812606
3,282,1090406
1,999,3619108
2,509,1813116
3,301,1090708
1,1000,3620108
2,490,1813606
3,298,1091006
1,999,3621108
2,509,1814116
3,299,1091306
1,1000,3622108
2,490,1814606
3,309,1091616
1,1000,3623108
2,509,1815116
3,290,1091906
1,1000,3624108
2,490,1815606
3,301,1092208
1,999,3625108
2,509,1816116
3,298,1092506
1,1000,3626108
2,490,1816606
3,300,1092807
1,1000,3627108
2,509,1817116
3,316,1093123
1,1000,3628108
2,490,1817606
3,282,1093406
1,1000,3629108
2,509,1818116
3,301,1093708
1,1000,3630108
2,490,1818606
3,298,1094006
1,999,3631108
2,509,1819116
3,300,1094306
1,1000,3632108
2,490,1819606
3,309,1094616
1,999,3633108
2,510,1820116
3,290,1094906
1,1000,3634108
2,490,1820606
3,301,1095208
1,1000,3635108
2,509,1821116
3,298,1095506
1,1000,3636108
2,490,1821606
3,300,1095807
1,1000,3637108
2,509,1822116
3,317,1096124
1,1000,3638108
2,490,1822606
3,282,1096406
1,1000,3639108
2,509,1823116
3,301,1096708
1,999,3640108
2,490,1823606
3,298,1097006
1,1000,3641108
2,509,1824116
3,300,1097306
1,1000,3642108
2,490,1824606
3,309,1097616
1,1000,3643108
2,509,1825116
3,290,1097906
1,1000,3644108
2,490,1825606
3,301,1098208
1,999,3645108
2,509,1826116
3,298,1098506
1,1000,3646108
2,490,1826606
3,300,1098807
1,999,3647108
2,509,1827116
3,317,1099124
1,1000,3648108
2,490,1827606
3,282,1099406
1,1000,3649108
2,509,1828116
3,301,1099708
1,1000,3650108
2,490,1828606
3,298,1100006
1,1000,3651108
2,509,1829116
3,300,1100306
1,1000,3652108
2,490,1829606
3,309,1100616
1,1000,3653108
2,509,1830116
3,290,1100906
1,1000,3654108
2,490,1830606
3,301,1101208
1,1000,3655108
2,509,1831116
3,298,1101506
1,1000,3656108
2,490,1831606
3,300,1101807
1,1000,3657108
2,509,1832116
3,316,1102123
1,1000,3658108
2,490,1832606
3,282,1102406
1,1000,3659108
2,509,1833116
3,301,1102708
1,1000,3660108
2,490,1833606
3,298,1103006
1,1000,3661108
2,509,1834116
3,300,1103306
1,1000,3662108
2,490,1834606
3,309,1103616
1,1000,3663108
2,509,1835116
3,290,1103906
1,999,3664108
2,490,1835606
3,301,1104208
1,1000,3665108
2,509,1836116
3,298,1104506
1,1000,3666108
2,490,1836606
3,300,1104806
1,1000,3667108
2,509,1837116
3,317,1105124
1,1000,3668108
2,490,1837606
3,282,1105406
1,1000,3669108
2,509,1838116
3,301,1105708
1,1000,3670108
2,490,1838606
3,298,1106006
1,1000,3671108
2,509,1839116
3,299,1106306
1,999,3672108
2,490,1839606
3,309,1106616
1,1000,3673108
2,509,1840116
3,290,1106906
1,1000,3674108
2,490,1840606
3,301,1107208
1,999,3675108
2,509,1841116
3,298,1107506
1,1000,3676108
2,490,1841606
3,300,1107807
1,1000,3677108
2,509,1842116
3,316,1108124
1,1000,3678108
2,490,1842606
3,282,1108406
1,1000,3679108
